timestamp,bin_id,latitude,longitude,capacity_liters,criticality,fill_level_pct,temperature_c,hour,day_of_week,is_weekend,fill_lag_1h,fill_lag_3h,rolling_mean_6h
2026-06-22 11:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,36.39,25.3,11,0,0,31.41,23.85,25.706666666666667
2026-06-22 12:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,39.46,23.6,12,0,0,36.39,28.33,29.543333333333337
2026-06-22 13:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,46.01,34.2,13,0,0,39.46,31.41,34.24166666666667
2026-06-22 14:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,52.04,36.7,14,0,0,46.01,36.39,38.94
2026-06-22 15:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,58.3,36.5,15,0,0,52.04,39.46,43.935
2026-06-22 16:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,65.55,28.1,16,0,0,58.3,46.01,49.625
2026-06-22 17:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,69.03,26.7,17,0,0,65.55,52.04,55.065
2026-06-22 18:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,75.37,30.6,18,0,0,69.03,58.3,61.04999999999999
2026-06-22 19:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,79.74,26.9,19,0,0,75.37,65.55,66.67166666666667
2026-06-22 20:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,87.6,33.0,20,0,0,79.74,69.03,72.59833333333333
2026-06-22 21:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,88.46,20.7,21,0,0,87.6,75.37,77.625
2026-06-22 22:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,0.55,27.9,22,0,0,88.46,79.74,66.79166666666667
2026-06-22 23:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,1.36,36.1,23,0,0,0.55,87.6,55.51333333333334
2026-06-23 00:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,2.57,30.1,0,1,0,1.36,88.46,43.38
2026-06-23 01:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,4.11,22.5,1,1,0,2.57,0.55,30.775000000000002
2026-06-23 02:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,5.52,29.7,2,1,0,4.11,1.36,17.095
2026-06-23 03:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,6.32,37.0,3,1,0,5.52,2.57,3.405
2026-06-23 04:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,7.72,32.5,4,1,0,6.32,4.11,4.6
2026-06-23 05:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,9.54,31.2,5,1,0,7.72,5.52,5.963333333333334
2026-06-23 06:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,10.49,21.9,6,1,0,9.54,6.32,7.283333333333332
2026-06-23 07:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,11.67,23.9,7,1,0,10.49,7.72,8.543333333333333
2026-06-23 08:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,16.75,35.9,8,1,0,11.67,9.54,10.415
2026-06-23 09:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,21.38,22.2,9,1,0,16.75,10.49,12.924999999999999
2026-06-23 10:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,26.16,36.3,10,1,0,21.38,11.67,15.998333333333335
2026-06-23 11:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,30.52,31.7,11,1,0,26.16,16.75,19.495
2026-06-23 12:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,33.52,26.3,12,1,0,30.52,21.38,23.333333333333332
2026-06-23 13:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,38.04,23.0,13,1,0,33.52,26.16,27.728333333333328
2026-06-23 14:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,43.72,28.7,14,1,0,38.04,30.52,32.223333333333336
2026-06-23 15:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,50.18,24.8,15,1,0,43.72,33.52,37.02333333333333
2026-06-23 16:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,54.4,23.0,16,1,0,50.18,38.04,41.73
2026-06-23 17:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,58.49,30.0,17,1,0,54.4,43.72,46.39166666666667
2026-06-23 18:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,63.51,21.2,18,1,0,58.49,50.18,51.38999999999999
2026-06-23 19:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,67.78,24.4,19,1,0,63.51,54.4,56.346666666666664
2026-06-23 20:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,74.26,22.7,20,1,0,67.78,58.49,61.43666666666667
2026-06-23 21:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,76.26,37.6,21,1,0,74.26,63.51,65.78333333333335
2026-06-23 22:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,1.73,31.4,22,1,0,76.26,67.78,57.005
2026-06-23 23:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,3.25,29.6,23,1,0,1.73,74.26,47.79833333333334
2026-06-24 00:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,4.42,30.0,0,2,0,3.25,76.26,37.95
2026-06-24 01:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,5.81,21.5,1,2,0,4.42,1.73,27.62166666666667
2026-06-24 02:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,6.86,24.4,2,2,0,5.81,3.25,16.388333333333335
2026-06-24 03:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,8.57,28.5,3,2,0,6.86,4.42,5.1066666666666665
2026-06-24 04:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,10.54,27.2,4,2,0,8.57,5.81,6.575
2026-06-24 05:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,12.27,34.4,5,2,0,10.54,6.86,8.078333333333333
2026-06-24 06:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,12.99,29.1,6,2,0,12.27,8.57,9.506666666666666
2026-06-24 07:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,14.54,35.5,7,2,0,12.99,10.54,10.961666666666666
2026-06-24 08:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,19.17,24.0,8,2,0,14.54,12.27,13.013333333333335
2026-06-24 09:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,25.72,34.6,9,2,0,19.17,12.99,15.871666666666664
2026-06-24 10:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,30.46,21.7,10,2,0,25.72,14.54,19.191666666666666
2026-06-24 11:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,38.17,27.2,11,2,0,30.46,19.17,23.508333333333336
2026-06-24 12:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,43.76,35.1,12,2,0,38.17,25.72,28.63666666666667
2026-06-24 13:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,50.13,33.2,13,2,0,43.76,30.46,34.568333333333335
2026-06-24 14:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,54.18,29.7,14,2,0,50.13,38.17,40.403333333333336
2026-06-24 15:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,60.66,24.1,15,2,0,54.18,43.76,46.22666666666667
2026-06-24 16:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,64.53,37.7,16,2,0,60.66,50.13,51.905
2026-06-24 17:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,70.12,37.9,17,2,0,64.53,54.18,57.23
2026-06-24 18:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,77.94,35.9,18,2,0,70.12,60.66,62.92666666666667
2026-06-24 19:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,81.89,32.6,19,2,0,77.94,64.53,68.22
2026-06-24 20:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,89.12,27.3,20,2,0,81.89,70.12,74.04333333333334
2026-06-24 21:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,4.25,36.8,21,2,0,89.12,77.94,64.64166666666667
2026-06-24 22:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,5.93,32.0,22,2,0,4.25,81.89,54.875
2026-06-24 23:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,7.3,26.7,23,2,0,5.93,89.12,44.405
2026-06-25 00:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,9.21,37.5,0,3,0,7.3,4.25,32.95
2026-06-25 01:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,10.14,25.5,1,3,0,9.21,5.93,20.991666666666667
2026-06-25 02:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,11.37,28.1,2,3,0,10.14,7.3,8.033333333333333
2026-06-25 03:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,13.36,23.2,3,3,0,11.37,9.21,9.551666666666668
2026-06-25 04:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,13.89,28.9,4,3,0,13.36,10.14,10.878333333333332
2026-06-25 05:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,14.66,26.6,5,3,0,13.89,11.37,12.105000000000002
2026-06-25 06:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,16.27,33.0,6,3,0,14.66,13.36,13.281666666666666
2026-06-25 07:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,17.23,29.8,7,3,0,16.27,13.89,14.463333333333333
2026-06-25 08:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,22.78,31.5,8,3,0,17.23,14.66,16.365000000000002
2026-06-25 09:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,27.03,30.6,9,3,0,22.78,16.27,18.643333333333334
2026-06-25 10:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,34.92,28.8,10,3,0,27.03,17.23,22.148333333333337
2026-06-25 11:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,42.45,27.8,11,3,0,34.92,22.78,26.78
2026-06-25 12:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,47.21,31.6,12,3,0,42.45,27.03,31.93666666666667
2026-06-25 13:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,53.55,35.6,13,3,0,47.21,34.92,37.99
2026-06-25 14:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,57.7,29.0,14,3,0,53.55,42.45,43.81
2026-06-25 15:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,63.56,33.8,15,3,0,57.7,47.21,49.89833333333333
2026-06-25 16:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,66.78,37.9,16,3,0,63.56,53.55,55.208333333333336
2026-06-25 17:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,72.13,35.9,17,3,0,66.78,57.7,60.155
2026-06-25 18:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,78.87,26.0,18,3,0,72.13,63.56,65.43166666666667
2026-06-25 19:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,84.63,37.6,19,3,0,78.87,66.78,70.61166666666666
2026-06-25 20:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,88.01,23.4,20,3,0,84.63,72.13,75.66333333333334
2026-06-25 21:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,88.91,26.7,21,3,0,88.01,78.87,79.88833333333334
2026-06-25 22:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,4.22,36.7,22,3,0,88.91,84.63,69.46166666666666
2026-06-25 23:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,4.83,23.8,23,3,0,4.22,88.01,58.245000000000005
2026-06-26 00:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,6.33,26.5,0,4,0,4.83,88.91,46.155
2026-06-26 01:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,7.21,25.3,1,4,0,6.33,4.22,33.251666666666665
2026-06-26 02:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,8.2,35.3,2,4,0,7.21,4.83,19.95
2026-06-26 03:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,8.9,32.8,3,4,0,8.2,6.33,6.614999999999999
2026-06-26 04:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,10.23,25.3,4,4,0,8.9,7.21,7.616666666666667
2026-06-26 05:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,11.36,24.6,5,4,0,10.23,8.2,8.705
2026-06-26 06:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,12.78,21.5,6,4,0,11.36,8.9,9.78
2026-06-26 07:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,13.29,31.3,7,4,0,12.78,10.23,10.793333333333335
2026-06-26 08:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,17.26,21.3,8,4,0,13.29,11.36,12.303333333333333
2026-06-26 09:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,22.24,20.9,9,4,0,17.26,12.78,14.526666666666666
2026-06-26 10:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,29.68,20.5,10,4,0,22.24,13.29,17.768333333333334
2026-06-26 11:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,35.57,27.9,11,4,0,29.68,17.26,21.80333333333333
2026-06-26 12:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,41.93,25.9,12,4,0,35.57,22.24,26.661666666666665
2026-06-26 13:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,45.71,37.7,13,4,0,41.93,29.68,32.065000000000005
2026-06-26 14:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,52.9,35.5,14,4,0,45.71,35.57,38.005
2026-06-26 15:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,57.15,20.7,15,4,0,52.9,41.93,43.82333333333333
2026-06-26 16:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,61.67,29.7,16,4,0,57.15,45.71,49.155
2026-06-26 17:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,66.3,34.9,17,4,0,61.67,52.9,54.27666666666667
2026-06-26 18:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,70.66,28.2,18,4,0,66.3,57.15,59.065
2026-06-26 19:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,77.87,27.4,19,4,0,70.66,61.67,64.425
2026-06-26 20:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,0.66,37.5,20,4,0,77.87,66.3,55.718333333333334
2026-06-26 21:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,2.24,20.7,21,4,0,0.66,70.66,46.56666666666667
2026-06-26 22:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,3.33,27.8,22,4,0,2.24,77.87,36.843333333333334
2026-06-26 23:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,4.95,24.5,23,4,0,3.33,0.66,26.61833333333333
2026-06-27 00:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,5.73,21.5,0,5,1,4.95,2.24,15.796666666666667
2026-06-27 01:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,6.87,32.4,1,5,1,5.73,3.33,3.9633333333333334
2026-06-27 02:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,7.46,36.5,2,5,1,6.87,4.95,5.096666666666667
2026-06-27 03:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,8.62,24.3,3,5,1,7.46,5.73,6.16
2026-06-27 04:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,9.26,23.3,4,5,1,8.62,6.87,7.1483333333333325
2026-06-27 05:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,11.16,31.5,5,5,1,9.26,7.46,8.183333333333334
2026-06-27 06:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,12.44,31.8,6,5,1,11.16,8.62,9.301666666666666
2026-06-27 07:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,13.59,33.1,7,5,1,12.44,9.26,10.421666666666667
2026-06-27 08:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,16.83,30.2,8,5,1,13.59,11.16,11.983333333333333
2026-06-27 09:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,20.62,22.2,9,5,1,16.83,12.44,13.983333333333334
2026-06-27 10:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,25.33,21.7,10,5,1,20.62,13.59,16.661666666666665
2026-06-27 11:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,28.8,25.6,11,5,1,25.33,16.83,19.601666666666667
2026-06-27 12:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,36.7,23.2,12,5,1,28.8,20.62,23.645
2026-06-27 13:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,39.79,33.7,13,5,1,36.7,25.33,28.011666666666667
2026-06-27 14:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,46.82,26.2,14,5,1,39.79,28.8,33.01
2026-06-27 15:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,52.14,31.7,15,5,1,46.82,36.7,38.263333333333335
2026-06-27 16:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,55.38,37.1,16,5,1,52.14,39.79,43.27166666666667
2026-06-27 17:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,62.82,24.7,17,5,1,55.38,46.82,48.94166666666667
2026-06-27 18:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,65.89,36.8,18,5,1,62.82,52.14,53.80666666666667
2026-06-27 19:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,71.4,32.3,19,5,1,65.89,55.38,59.07500000000001
2026-06-27 20:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,77.48,37.0,20,5,1,71.4,62.82,64.185
2026-06-27 21:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,79.28,34.4,21,5,1,77.48,65.89,68.70833333333334
2026-06-27 22:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,80.8,22.3,22,5,1,79.28,71.4,72.945
2026-06-27 23:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,82.51,31.3,23,5,1,80.8,77.48,76.22666666666667
2026-06-28 00:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,84.24,23.7,0,6,1,82.51,79.28,79.28500000000001
2026-06-28 01:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,85.15,26.8,1,6,1,84.24,80.8,81.57666666666667
2026-06-28 02:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,85.71,26.1,2,6,1,85.15,82.51,82.94833333333334
2026-06-28 03:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,87.2,32.3,3,6,1,85.71,84.24,84.26833333333333
2026-06-28 04:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,88.21,28.9,4,6,1,87.2,85.15,85.50333333333333
2026-06-28 05:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,89.75,36.9,5,6,1,88.21,85.71,86.71
2026-06-28 06:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,2.09,37.4,6,6,1,89.75,87.2,73.01833333333333
2026-06-28 07:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,3.41,27.6,7,6,1,2.09,88.21,59.395
2026-06-28 08:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,9.25,30.4,8,6,1,3.41,89.75,46.65166666666667
2026-06-28 09:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,15.91,22.3,9,6,1,9.25,2.09,34.77
2026-06-28 10:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,20.16,30.4,10,6,1,15.91,3.41,23.42833333333333
2026-06-28 11:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,27.5,30.1,11,6,1,20.16,9.25,13.053333333333333
2026-06-28 12:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,31.69,32.2,12,6,1,27.5,15.91,17.986666666666668
2026-06-28 13:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,38.39,24.3,13,6,1,31.69,20.16,23.816666666666666
2026-06-28 14:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,43.28,29.6,14,6,1,38.39,27.5,29.488333333333333
2026-06-28 15:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,48.76,27.0,15,6,1,43.28,31.69,34.96333333333333
2026-06-28 16:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,53.25,21.8,16,6,1,48.76,38.39,40.47833333333333
2026-06-28 17:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,56.52,37.3,17,6,1,53.25,43.28,45.315
2026-06-28 18:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,63.75,26.4,18,6,1,56.52,48.76,50.65833333333334
2026-06-28 19:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,71.54,28.7,19,6,1,63.75,53.25,56.18333333333334
2026-06-28 20:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,0.46,30.8,20,6,1,71.54,56.52,49.046666666666674
2026-06-28 21:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,1.79,23.8,21,6,1,0.46,63.75,41.218333333333334
2026-06-28 22:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,3.71,34.1,22,6,1,1.79,71.54,32.961666666666666
2026-06-28 23:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,4.38,36.8,23,6,1,3.71,0.46,24.271666666666665
2026-06-29 00:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,6.34,37.9,0,0,0,4.38,1.79,14.703333333333333
2026-06-29 01:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,6.92,33.3,1,0,0,6.34,3.71,3.9333333333333336
2026-06-29 02:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,8.24,32.7,2,0,0,6.92,4.38,5.2299999999999995
2026-06-29 03:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,10.2,32.4,3,0,0,8.24,6.34,6.631666666666667
2026-06-29 04:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,11.95,35.6,4,0,0,10.2,6.92,8.005
2026-06-29 05:41:40.111247,BIN_001,28.522954011884735,77.436071430641,500,Low,13.71,27.7,5,0,0,11.95,8.24,9.56
